Timestamp,Well_ID,Hole_Depth_m,Activity_Code,WOB_klb,RPM,Torque_kftlb,ROP_m_hr,Hook_Load_klb,Standpipe_Pressure_psi,Mud_Flow_Rate_gpm,Mud_Density_ppg,Gas_Units,NPT_Flag,NPT_Type
2025-02-15 00:35:00,WELL-D01,3438.32,Drilling,37.19,93.1,3.16,6.13,182.46,2035.4,657.0,11.64,24.0,0,No_NPT
2025-02-15 00:40:00,WELL-D01,3438.86,Drilling,27.38,88.0,3.03,6.48,179.63,1994.0,661.0,11.55,30.2,0,No_NPT
2025-02-15 00:45:00,WELL-D01,3439.34,Drilling,32.78,101.2,2.25,5.79,174.54,1962.3,637.3,11.71,22.0,0,No_NPT
2025-02-15 00:50:00,WELL-D01,3439.91,Drilling,33.99,91.9,2.82,6.88,177.03,2062.3,661.7,11.63,29.2,0,No_NPT
2025-02-15 00:55:00,WELL-D01,3440.51,Drilling,30.93,84.6,2.43,7.21,180.02,2021.9,617.9,11.65,31.4,0,No_NPT
2025-02-15 01:00:00,WELL-D01,3440.96,Drilling,28.62,92.0,2.82,5.41,176.12,1985.9,626.2,11.68,30.1,0,No_NPT
2025-02-15 01:05:00,WELL-D01,3441.47,Drilling,32.67,88.0,2.73,6.04,174.78,2050.6,667.7,11.59,24.6,0,No_NPT
2025-02-15 01:10:00,WELL-D01,3441.97,Drilling,27.65,86.6,2.88,6.08,178.24,2016.3,629.2,11.66,32.9,0,No_NPT
2025-02-15 01:15:00,WELL-D01,3442.49,Drilling,32.75,86.5,3.57,6.22,174.07,1980.3,632.7,11.64,25.6,0,No_NPT
2025-02-15 01:20:00,WELL-D01,3443.09,Drilling,29.34,89.7,2.85,7.12,177.28,2017.0,663.0,11.68,32.4,0,No_NPT
2025-02-15 01:25:00,WELL-D01,3443.63,Drilling,31.99,84.6,2.67,6.53,174.55,2013.3,680.8,11.66,29.8,0,No_NPT
2025-02-15 01:30:00,WELL-D01,3444.13,Drilling,29.49,98.2,2.84,5.96,179.23,1998.0,634.9,11.63,24.3,0,No_NPT
2025-02-15 01:35:00,WELL-D01,3444.68,Drilling,29.11,83.3,3.06,6.7,175.16,2031.0,656.2,11.61,25.6,0,No_NPT
2025-02-15 01:40:00,WELL-D01,3444.68,Connection,0.0,0.0,1.1,0.0,219.47,30.1,5.0,11.71,11.4,0,No_NPT
2025-02-15 01:45:00,WELL-D01,3445.14,Drilling,31.62,77.0,2.93,5.48,180.51,2004.9,650.6,11.75,24.5,0,No_NPT
2025-02-15 01:50:00,WELL-D01,3445.55,Drilling,35.84,86.3,2.47,4.91,178.45,2012.6,634.4,11.61,28.0,0,No_NPT
2025-02-15 01:55:00,WELL-D01,3445.99,Drilling,34.04,87.9,2.87,5.22,175.71,2018.6,673.3,11.68,31.3,0,No_NPT
2025-02-15 02:00:00,WELL-D01,3446.38,Drilling,31.52,86.9,2.92,4.73,174.75,2040.0,646.0,11.64,29.9,0,No_NPT
2025-02-15 02:05:00,WELL-D01,3446.9,Drilling,30.27,93.3,3.02,6.2,177.21,2029.7,662.9,11.66,18.2,0,No_NPT
2025-02-15 02:10:00,WELL-D01,3447.29,Drilling,34.6,84.5,2.94,4.78,178.42,1998.3,675.9,11.57,34.3,0,No_NPT
2025-02-15 02:15:00,WELL-D01,3447.83,Drilling,31.02,77.7,2.67,6.48,175.97,2038.4,623.4,11.55,20.6,0,No_NPT
2025-02-15 02:20:00,WELL-D01,3448.32,Drilling,35.25,95.6,2.65,5.79,179.28,2079.4,645.3,11.73,22.1,0,No_NPT
2025-02-15 02:25:00,WELL-D01,3448.66,Drilling,29.1,88.0,2.79,4.1,173.87,2041.9,630.5,11.66,30.0,0,No_NPT
2025-02-15 02:30:00,WELL-D01,3449.15,Drilling,32.32,92.8,2.77,5.96,174.79,2023.5,612.0,11.68,33.6,0,No_NPT
2025-02-15 02:35:00,WELL-D01,3449.62,Drilling,31.14,91.4,2.88,5.57,174.02,2020.2,648.4,11.74,27.6,0,No_NPT
2025-02-15 02:40:00,WELL-D01,3450.02,Drilling,29.94,89.3,3.07,4.81,177.55,2011.4,646.9,11.79,24.6,0,No_NPT
2025-02-10 00:00:00,WELL-D02,2.86,Drilling,11.22,143.1,1.13,34.35,121.21,826.2,680.2,9.53,19.1,0,No_NPT
2025-02-10 00:05:00,WELL-D02,6.27,Drilling,12.88,147.8,1.13,40.86,114.91,820.3,632.3,9.75,18.8,0,No_NPT
2025-02-10 00:10:00,WELL-D02,9.18,Drilling,14.04,146.7,1.15,34.98,120.15,845.5,639.8,9.61,18.2,0,No_NPT
2025-02-10 00:15:00,WELL-D02,11.9,Drilling,10.67,128.6,1.39,32.64,119.38,836.8,615.3,9.63,14.0,0,No_NPT
2025-02-10 00:20:00,WELL-D02,15.45,Drilling,11.16,133.3,1.09,42.62,117.23,803.2,646.2,9.55,22.8,0,No_NPT
2025-02-10 00:25:00,WELL-D02,19.43,Drilling,11.82,149.8,0.93,47.73,119.5,806.6,648.0,9.65,16.9,0,No_NPT
2025-02-10 00:30:00,WELL-D02,22.1,Drilling,12.68,161.2,0.88,31.98,124.61,812.0,640.9,9.54,20.8,0,No_NPT
2025-02-10 00:35:00,WELL-D02,25.67,Drilling,12.36,139.3,1.56,42.9,121.36,818.1,682.1,9.59,22.3,0,No_NPT
2025-02-10 00:40:00,WELL-D02,29.06,Drilling,11.22,134.1,0.87,40.69,119.24,793.5,624.9,9.62,15.7,0,No_NPT
2025-02-10 00:45:00,WELL-D02,31.44,Drilling,12.73,134.3,2.24,28.53,121.97,838.9,682.6,9.61,20.4,0,No_NPT
2025-02-10 00:50:00,WELL-D02,34.84,Drilling,13.3,151.3,1.64,40.81,114.85,810.6,684.1,9.55,23.3,0,No_NPT
2025-02-10 00:55:00,WELL-D02,38.18,Drilling,11.49,152.9,1.4,40.08,119.54,816.2,639.5,9.67,16.7,0,No_NPT
2025-02-10 01:00:00,WELL-D02,41.55,Drilling,12.23,145.9,1.76,40.49,120.22,839.8,653.3,9.61,16.3,0,No_NPT
2025-02-10 01:05:00,WELL-D02,45.27,Drilling,12.57,145.7,1.2,44.62,119.54,817.1,682.5,9.65,21.6,0,No_NPT
2025-02-10 01:10:00,WELL-D02,47.89,Drilling,11.97,138.1,0.92,31.39,119.56,822.7,653.7,9.63,23.9,0,No_NPT
2025-02-10 01:15:00,WELL-D02,51.15,Drilling,11.67,138.2,1.18,39.11,122.31,822.0,655.0,9.68,16.8,0,No_NPT
2025-02-10 01:20:00,WELL-D02,54.47,Drilling,13.38,128.5,1.26,39.83,119.77,834.3,605.3,9.69,23.1,0,No_NPT
2025-02-10 01:25:00,WELL-D02,54.47,Connection,0.0,0.0,1.37,0.0,147.2,29.7,-2.7,9.6,6.3,0,No_NPT
2025-02-10 01:30:00,WELL-D02,57.01,Drilling,10.96,142.8,1.0,30.56,117.78,844.0,705.6,9.58,21.3,0,No_NPT
2025-02-10 01:35:00,WELL-D02,59.67,Drilling,11.35,145.5,1.65,31.86,120.14,822.6,616.3,9.6,23.8,0,No_NPT
2025-02-10 01:40:00,WELL-D02,62.23,Drilling,12.15,138.7,1.24,30.78,115.62,810.1,658.7,9.64,22.9,0,No_NPT
2025-02-10 01:45:00,WELL-D02,65.15,Drilling,11.15,134.6,0.63,34.97,119.67,785.5,651.5,9.58,14.3,0,No_NPT
2025-02-10 01:50:00,WELL-D02,67.6,Drilling,12.64,140.2,1.15,29.41,120.06,812.9,643.1,9.64,21.1,0,No_NPT
2025-02-10 01:55:00,WELL-D02,70.65,Drilling,11.05,140.2,1.81,36.69,119.25,832.6,655.2,9.61,18.8,0,No_NPT
2025-02-10 02:00:00,WELL-D02,74.61,Drilling,12.44,143.9,1.56,47.5,121.68,848.4,636.2,9.59,15.1,0,No_NPT
2025-02-10 02:05:00,WELL-D02,78.06,Drilling,12.66,151.9,1.32,41.35,124.47,821.1,627.0,9.71,21.2,0,No_NPT
2025-02-10 02:10:00,WELL-D02,81.24,Drilling,11.19,125.7,1.47,38.17,110.83,856.8,622.7,9.55,23.1,0,No_NPT
2025-02-10 02:15:00,WELL-D02,84.87,Drilling,10.58,145.2,1.3,43.54,127.06,808.7,629.3,9.63,19.0,0,No_NPT
2025-02-10 02:20:00,WELL-D02,88.25,Drilling,12.27,133.8,1.46,40.59,124.53,822.8,656.7,9.65,22.6,0,No_NPT
2025-02-10 02:25:00,WELL-D02,91.45,Drilling,11.8,122.7,1.42,38.38,119.65,816.2,616.4,9.66,22.0,0,No_NPT
2025-02-10 02:30:00,WELL-D02,94.44,Drilling,13.33,127.8,0.89,35.86,122.72,868.1,688.5,9.7,22.3,0,No_NPT
2025-02-10 02:35:00,WELL-D02,97.62,Drilling,12.42,144.8,1.53,38.22,126.26,844.3,650.5,9.65,21.0,0,No_NPT
2025-02-10 02:40:00,WELL-D02,101.22,Drilling,12.24,138.5,1.62,43.22,126.42,839.1,655.8,9.67,21.2,0,No_NPT
2025-02-10 02:45:00,WELL-D02,104.57,Drilling,13.08,126.4,1.88,40.1,123.95,871.7,666.8,9.63,17.8,0,No_NPT
2025-02-10 02:50:00,WELL-D02,108.09,Drilling,11.29,130.4,1.7,42.32,121.49,861.9,655.9,9.56,22.5,0,No_NPT
2025-02-10 02:55:00,WELL-D02,108.09,Connection,0.0,0.0,1.09,0.0,150.24,29.6,1.1,9.61,9.9,0,No_NPT
2025-02-10 03:00:00,WELL-D02,110.82,Drilling,11.28,127.8,0.95,32.73,115.95,856.2,632.0,9.65,12.8,0,No_NPT
2025-02-10 03:05:00,WELL-D02,114.04,Drilling,10.93,152.3,0.9,38.61,122.06,847.0,645.2,9.62,26.5,0,No_NPT
2025-02-10 03:10:00,WELL-D02,117.2,Drilling,12.99,136.6,1.1,37.92,118.05,834.5,612.0,9.68,21.6,0,No_NPT
2025-02-10 03:15:00,WELL-D02,120.92,Drilling,10.56,145.5,1.11,44.64,118.17,874.7,658.1,9.71,19.7,0,No_NPT
2025-02-10 03:20:00,WELL-D02,124.08,Drilling,12.26,152.0,1.5,37.92,123.63,787.2,672.7,9.7,18.2,0,No_NPT
2025-02-10 03:25:00,WELL-D02,127.07,Drilling,13.6,137.4,1.32,35.92,115.84,903.9,649.1,9.66,26.8,0,No_NPT
2025-02-10 03:30:00,WELL-D02,129.82,Drilling,12.03,147.9,1.32,32.97,123.2,845.1,640.3,9.75,24.7,0,No_NPT
2025-02-10 03:35:00,WELL-D02,132.76,Drilling,13.5,134.3,1.18,35.36,122.47,820.9,627.2,9.63,17.4,0,No_NPT
2025-02-10 03:40:00,WELL-D02,135.75,Drilling,12.85,146.9,1.3,35.8,112.84,840.9,674.9,9.63,18.2,0,No_NPT
2025-02-10 03:45:00,WELL-D02,139.5,Drilling,13.32,130.6,2.17,45.05,120.12,883.8,616.6,9.64,13.4,0,No_NPT
2025-02-10 03:50:00,WELL-D02,142.6,Drilling,12.79,140.0,0.95,37.15,120.21,838.3,631.6,9.7,16.2,0,No_NPT
2025-02-10 03:55:00,WELL-D02,145.09,Drilling,11.31,139.9,1.46,29.93,121.59,849.7,653.2,9.61,24.0,0,No_NPT
2025-02-10 04:00:00,WELL-D02,148.29,Drilling,12.06,129.0,1.2,38.4,120.73,877.2,666.4,9.67,24.6,0,No_NPT
2025-02-10 04:05:00,WELL-D02,151.32,Drilling,12.68,144.3,1.39,36.31,120.37,892.5,666.2,9.67,19.0,0,No_NPT
2025-02-10 04:10:00,WELL-D02,154.61,Drilling,12.92,151.3,1.58,39.44,124.7,854.6,651.7,9.67,22.2,0,No_NPT
2025-02-10 04:15:00,WELL-D02,157.79,Drilling,13.63,136.3,1.91,38.28,115.15,865.0,636.8,9.63,20.3,0,No_NPT
2025-02-10 04:20:00,WELL-D02,161.05,Drilling,11.64,140.2,1.58,39.09,114.12,857.7,646.5,9.7,20.1,0,No_NPT
2025-02-10 04:25:00,WELL-D02,161.05,Connection,0.0,0.0,0.75,0.0,146.71,32.2,-5.0,9.65,13.2,0,No_NPT
2025-02-10 04:30:00,WELL-D02,164.22,Drilling,12.67,139.5,1.26,38.07,119.78,856.1,673.6,9.67,14.2,0,No_NPT
2025-02-10 04:35:00,WELL-D02,167.9,Drilling,13.01,146.9,1.35,44.13,117.05,835.7,644.0,9.69,23.4,0,No_NPT
2025-02-10 04:40:00,WELL-D02,171.08,Drilling,11.68,143.3,1.2,38.13,118.27,888.2,671.0,9.68,16.1,0,No_NPT
2025-02-10 04:45:00,WELL-D02,174.38,Drilling,12.64,130.4,1.2,39.67,117.53,909.5,643.2,9.65,22.4,0,No_NPT
2025-02-10 04:50:00,WELL-D02,176.98,Drilling,13.49,156.4,1.37,31.15,125.1,855.6,658.2,9.67,13.6,0,No_NPT
2025-02-10 04:55:00,WELL-D02,180.01,Drilling,12.29,135.0,0.86,36.36,123.3,833.9,680.8,9.75,17.6,0,No_NPT
2025-02-10 05:00:00,WELL-D02,182.96,Drilling,12.67,131.7,1.17,35.37,120.17,835.8,660.7,9.7,17.6,0,No_NPT
2025-02-10 05:05:00,WELL-D02,185.89,Drilling,12.97,144.8,1.68,35.17,123.34,852.2,639.7,9.75,24.4,0,No_NPT
2025-02-10 05:10:00,WELL-D02,189.32,Drilling,10.56,131.6,0.91,41.17,124.18,918.7,657.5,9.72,16.7,0,No_NPT
2025-02-10 05:15:00,WELL-D02,192.67,Drilling,12.99,140.8,1.11,40.21,119.29,894.5,635.8,9.7,10.0,0,No_NPT
2025-02-10 05:20:00,WELL-D02,196.46,Drilling,12.3,148.9,1.39,45.5,123.6,876.4,657.1,9.74,19.6,0,No_NPT
2025-02-10 05:25:00,WELL-D02,198.72,Drilling,11.3,156.6,1.55,27.1,122.8,884.3,626.3,9.75,13.7,0,No_NPT
2025-02-10 05:30:00,WELL-D02,202.19,Drilling,13.29,141.8,1.22,41.67,122.58,905.9,643.7,9.64,25.1,0,No_NPT
2025-02-10 05:35:00,WELL-D02,206.08,Drilling,11.41,144.6,1.34,46.68,118.83,923.6,647.5,9.71,23.1,0,No_NPT
2025-02-10 05:40:00,WELL-D02,210.11,Drilling,12.14,135.3,1.67,48.29,127.19,857.8,613.5,9.85,19.2,0,No_NPT
2025-02-10 05:45:00,WELL-D02,212.88,Drilling,11.69,148.8,1.11,33.33,121.79,932.2,672.0,9.76,12.2,0,No_NPT
2025-02-10 05:50:00,WELL-D02,216.24,Drilling,10.9,134.3,1.7,40.33,126.25,888.2,656.9,9.65,25.8,0,No_NPT
2025-02-10 05:55:00,WELL-D02,216.24,Connection,0.0,0.0,1.55,0.0,150.95,32.6,-2.5,9.75,8.5,0,No_NPT
2025-02-10 06:00:00,WELL-D02,219.35,Drilling,12.23,139.1,1.79,37.3,128.64,912.6,655.5,9.76,13.9,0,No_NPT
2025-02-10 06:05:00,WELL-D02,222.09,Drilling,12.64,146.5,1.62,32.8,126.74,858.1,663.7,9.73,17.2,0,No_NPT
2025-02-10 06:10:00,WELL-D02,225.12,Drilling,11.09,137.1,1.42,36.44,125.01,913.6,637.0,9.68,21.9,0,No_NPT
2025-02-10 06:15:00,WELL-D02,227.94,Drilling,11.89,140.4,1.5,33.79,121.8,888.3,674.5,9.78,18.7,0,No_NPT
2025-02-10 06:20:00,WELL-D02,231.03,Drilling,13.39,151.6,1.11,37.14,119.97,846.2,663.7,9.74,23.4,0,No_NPT
2025-02-10 06:25:00,WELL-D02,234.73,Drilling,10.68,136.9,1.48,44.29,124.91,969.0,656.6,9.69,11.8,0,No_NPT
2025-02-10 06:30:00,WELL-D02,237.83,Drilling,12.29,140.2,1.29,37.22,120.03,897.1,677.9,9.83,27.4,0,No_NPT
2025-02-10 06:35:00,WELL-D02,240.87,Drilling,11.08,139.8,1.49,36.57,122.37,883.2,679.1,9.75,20.9,0,No_NPT
2025-02-10 06:40:00,WELL-D02,244.3,Drilling,12.4,145.7,1.83,41.11,118.62,898.2,648.0,9.78,19.3,0,No_NPT
2025-02-10 06:45:00,WELL-D02,248.11,Drilling,13.24,135.0,0.91,45.69,124.18,868.6,637.2,9.73,20.7,0,No_NPT
2025-02-10 06:50:00,WELL-D02,251.57,Drilling,9.25,145.1,1.25,41.56,122.36,883.3,615.8,9.79,13.2,0,No_NPT
2025-02-10 06:55:00,WELL-D02,254.88,Drilling,13.02,145.0,1.61,39.73,124.72,874.2,654.4,9.74,19.3,0,No_NPT
2025-02-10 07:00:00,WELL-D02,257.16,Drilling,13.09,153.2,1.33,27.3,121.7,924.4,621.0,9.8,8.6,0,No_NPT
2025-02-10 07:05:00,WELL-D02,260.28,Drilling,12.92,125.0,1.75,37.43,119.46,897.5,660.2,9.73,14.8,0,No_NPT
2025-02-10 07:10:00,WELL-D02,263.14,Drilling,10.38,138.6,1.36,34.39,125.03,931.4,696.6,9.74,21.4,0,No_NPT
2025-02-10 07:15:00,WELL-D02,266.48,Drilling,11.64,131.9,1.15,40.04,124.54,874.0,640.7,9.75,22.3,0,No_NPT
2025-02-10 07:20:00,WELL-D02,269.34,Drilling,10.16,139.9,1.65,34.34,126.19,841.8,666.0,9.69,22.1,0,No_NPT
2025-02-10 07:25:00,WELL-D02,269.34,Connection,0.0,0.0,1.26,0.0,149.73,41.5,-3.2,9.87,7.4,0,No_NPT
2025-02-10 07:30:00,WELL-D02,272.28,Drilling,10.52,133.2,1.14,35.22,125.37,901.0,670.1,9.68,22.0,0,No_NPT
2025-02-10 07:35:00,WELL-D02,275.2,Drilling,12.53,142.0,1.98,35.15,124.85,924.5,669.5,9.8,18.9,0,No_NPT
2025-02-10 07:40:00,WELL-D02,277.91,Drilling,12.3,135.3,1.33,32.43,124.87,902.1,646.4,9.75,20.7,0,No_NPT
2025-02-10 07:45:00,WELL-D02,280.89,Drilling,13.49,142.3,0.83,35.78,122.39,888.5,637.7,9.77,24.3,0,No_NPT
2025-02-10 07:50:00,WELL-D02,283.45,Drilling,10.38,145.2,1.53,30.79,122.07,906.3,649.5,9.78,20.0,0,No_NPT
2025-02-10 07:55:00,WELL-D02,286.71,Drilling,12.08,155.7,1.48,39.02,121.16,915.0,629.5,9.7,25.2,0,No_NPT
2025-02-10 08:00:00,WELL-D02,290.03,Drilling,11.19,126.3,1.14,39.91,125.54,881.0,660.6,9.78,22.9,0,No_NPT
2025-02-10 08:05:00,WELL-D02,292.85,Drilling,12.03,141.2,1.02,33.85,125.05,897.9,659.1,9.75,26.8,0,No_NPT
2025-02-10 08:10:00,WELL-D02,296.03,Drilling,11.42,137.3,1.5,38.18,123.47,960.0,658.4,9.78,23.7,0,No_NPT
2025-02-10 08:15:00,WELL-D02,298.96,Drilling,12.97,138.3,1.62,35.06,123.21,915.3,669.6,9.77,21.1,0,No_NPT
2025-02-10 08:20:00,WELL-D02,301.99,Drilling,11.49,148.9,1.35,36.44,124.52,917.7,670.3,9.85,20.3,0,No_NPT
2025-02-10 08:25:00,WELL-D02,305.09,Drilling,11.76,143.1,1.98,37.16,122.62,904.9,652.3,9.8,19.5,0,No_NPT
2025-02-10 08:30:00,WELL-D02,308.33,Drilling,13.18,141.2,1.3,38.84,122.0,914.8,650.2,9.74,25.3,0,No_NPT
2025-02-10 08:35:00,WELL-D02,311.55,Drilling,13.4,138.8,1.05,38.68,125.23,889.5,657.5,9.77,21.7,0,No_NPT
2025-02-10 08:40:00,WELL-D02,314.32,Drilling,10.02,158.1,1.46,33.19,121.92,941.6,642.4,9.82,17.6,0,No_NPT
2025-02-10 08:45:00,WELL-D02,317.74,Drilling,10.78,136.5,1.76,41.15,121.15,900.2,657.0,9.86,12.6,0,No_NPT
2025-02-10 08:50:00,WELL-D02,321.01,Drilling,11.04,136.3,1.32,39.19,121.17,959.7,598.5,9.76,16.1,0,No_NPT
2025-02-10 08:55:00,WELL-D02,321.01,Connection,0.0,0.0,0.72,0.0,160.66,13.4,7.8,9.72,11.2,0,No_NPT
2025-02-10 09:00:00,WELL-D02,323.91,Drilling,9.98,138.2,1.37,34.8,122.93,941.8,647.2,9.84,18.9,0,No_NPT
2025-02-10 09:05:00,WELL-D02,327.51,Drilling,12.22,146.5,1.29,43.24,124.11,940.3,601.0,9.79,20.2,0,No_NPT
2025-02-10 09:10:00,WELL-D02,331.1,Drilling,12.36,133.3,1.1,43.0,122.66,903.4,674.6,9.89,12.3,0,No_NPT
2025-02-10 09:15:00,WELL-D02,334.65,Drilling,13.41,135.3,1.39,42.68,128.91,945.1,693.9,9.81,14.4,0,No_NPT
2025-02-10 09:20:00,WELL-D02,338.68,Drilling,10.34,135.6,1.44,48.26,127.43,935.4,659.0,9.77,18.6,0,No_NPT
2025-02-10 09:25:00,WELL-D02,341.81,Drilling,11.47,117.1,1.32,37.63,122.52,920.0,660.5,9.75,24.2,0,No_NPT
2025-02-10 09:30:00,WELL-D02,345.2,Drilling,11.24,146.3,1.76,40.69,128.38,985.9,644.1,9.76,27.0,0,No_NPT
2025-02-10 09:35:00,WELL-D02,348.57,Drilling,14.3,143.8,1.7,40.47,120.0,899.7,652.3,9.91,22.1,0,No_NPT
2025-02-10 09:40:00,WELL-D02,351.64,Drilling,11.09,152.9,1.3,36.79,124.12,920.5,659.7,9.74,19.1,0,No_NPT
2025-02-10 09:45:00,WELL-D02,354.27,Drilling,11.74,143.8,1.53,31.61,128.11,965.8,656.8,9.84,13.5,0,No_NPT
2025-02-10 09:50:00,WELL-D02,357.41,Drilling,12.93,134.1,1.49,37.67,129.8,923.0,667.8,9.82,22.0,0,No_NPT
2025-02-10 09:55:00,WELL-D02,360.67,Drilling,13.28,133.0,1.35,39.05,119.92,961.2,666.6,9.8,20.9,0,No_NPT
2025-02-10 10:00:00,WELL-D02,363.85,Drilling,12.0,145.9,1.17,38.24,123.14,931.8,631.3,9.78,22.1,0,No_NPT
2025-02-10 10:05:00,WELL-D02,367.76,Drilling,11.08,166.8,1.48,46.85,127.44,959.5,648.5,9.81,21.9,0,No_NPT
2025-02-10 10:10:00,WELL-D02,371.52,Drilling,13.21,150.7,1.5,45.12,131.14,932.8,690.9,9.76,18.9,0,No_NPT
2025-02-10 10:15:00,WELL-D02,374.88,Drilling,13.95,145.5,1.3,40.37,122.06,917.1,652.8,9.73,20.1,0,No_NPT
2025-02-10 10:20:00,WELL-D02,378.52,Drilling,13.63,136.5,1.16,43.65,125.17,961.0,666.7,9.85,19.7,0,No_NPT
2025-02-10 10:25:00,WELL-D02,378.52,Connection,0.0,0.0,1.2,0.0,156.22,18.9,-3.1,9.83,10.9,0,No_NPT
2025-02-10 10:30:00,WELL-D02,381.38,Drilling,13.53,147.6,1.96,34.28,124.55,955.2,631.2,9.88,18.9,0,No_NPT
2025-02-10 10:35:00,WELL-D02,384.72,Drilling,11.16,140.5,1.03,40.15,119.86,961.8,707.3,9.86,22.6,0,No_NPT
2025-02-10 10:40:00,WELL-D02,387.74,Drilling,11.15,152.3,1.73,36.28,127.07,956.5,661.9,9.85,23.0,0,No_NPT
2025-02-10 10:45:00,WELL-D02,390.82,Drilling,12.93,133.9,1.79,36.91,125.56,932.9,670.7,9.77,24.1,0,No_NPT
2025-02-10 10:50:00,WELL-D02,394.26,Drilling,12.7,141.2,1.37,41.25,126.52,896.7,632.1,9.97,23.7,0,No_NPT
2025-02-10 10:55:00,WELL-D02,397.48,Drilling,12.35,134.2,1.07,38.62,128.99,944.6,671.1,9.9,20.2,0,No_NPT
2025-02-10 11:00:00,WELL-D02,400.85,Drilling,10.44,140.2,1.24,40.46,126.67,953.3,671.0,9.86,23.3,0,No_NPT
2025-02-10 11:05:00,WELL-D02,403.73,Drilling,12.84,128.6,0.91,34.57,126.93,955.8,677.7,9.81,22.2,0,No_NPT
2025-02-10 11:10:00,WELL-D02,406.74,Drilling,12.13,124.2,0.59,36.14,126.43,939.3,647.4,9.81,17.1,0,No_NPT
2025-02-10 11:15:00,WELL-D02,410.1,Drilling,12.66,127.9,1.08,40.31,120.38,978.1,676.6,9.82,18.7,0,No_NPT
2025-02-10 11:20:00,WELL-D02,413.02,Drilling,11.76,133.2,1.46,35.11,131.84,940.0,670.5,9.76,22.2,0,No_NPT
2025-02-10 11:25:00,WELL-D02,416.75,Drilling,11.98,138.7,1.8,44.68,126.77,980.5,647.1,9.86,25.3,0,No_NPT
2025-02-10 11:30:00,WELL-D02,420.19,Drilling,13.05,150.1,1.2,41.27,124.28,970.7,667.9,9.84,21.5,0,No_NPT
2025-02-10 11:35:00,WELL-D02,423.25,Drilling,12.18,137.7,1.94,36.76,124.31,965.3,653.1,9.79,15.9,0,No_NPT
2025-02-10 11:40:00,WELL-D02,427.11,Drilling,11.92,123.6,1.18,46.35,124.5,983.7,647.2,9.83,23.5,0,No_NPT
2025-02-10 11:45:00,WELL-D02,429.95,Drilling,12.04,148.1,1.55,34.07,118.63,987.1,638.9,9.85,20.5,0,No_NPT
2025-02-10 11:50:00,WELL-D02,433.32,Drilling,11.06,131.2,1.47,40.38,123.42,969.3,661.2,9.8,19.3,0,No_NPT
2025-02-10 11:55:00,WELL-D02,433.32,Connection,0.0,0.0,0.99,0.0,159.26,29.4,-3.0,9.92,13.4,0,No_NPT
2025-02-10 12:00:00,WELL-D02,437.52,Drilling,11.26,137.5,1.42,50.51,122.31,945.2,634.9,9.88,22.4,0,No_NPT
2025-02-10 12:05:00,WELL-D02,440.72,Drilling,11.39,155.6,1.27,38.39,122.5,937.0,625.1,9.82,20.1,0,No_NPT
2025-02-10 12:10:00,WELL-D02,444.21,Drilling,12.75,135.1,1.5,41.83,127.96,982.1,689.9,9.91,17.5,0,No_NPT
2025-02-10 12:15:00,WELL-D02,447.42,Drilling,12.38,148.9,1.76,38.51,122.26,936.3,638.6,9.87,20.6,0,No_NPT
2025-02-10 12:20:00,WELL-D02,450.34,Drilling,11.29,131.7,0.8,35.01,125.5,960.4,658.8,9.96,21.6,0,No_NPT
2025-02-10 12:25:00,WELL-D02,453.64,Drilling,12.78,146.2,1.56,39.66,125.53,966.0,688.4,9.81,20.6,0,No_NPT
2025-02-10 12:30:00,WELL-D02,456.87,Drilling,12.67,147.4,0.84,38.7,130.13,970.4,643.8,9.77,25.7,0,No_NPT
2025-02-10 12:35:00,WELL-D02,460.6,Drilling,12.11,135.5,1.42,44.8,123.81,993.8,600.8,9.81,22.9,0,No_NPT
2025-02-10 12:40:00,WELL-D02,464.11,Drilling,11.56,138.0,2.01,42.15,121.22,977.9,694.0,9.85,18.6,0,No_NPT
2025-02-10 12:45:00,WELL-D02,467.53,Drilling,12.23,147.0,1.29,41.0,124.11,1001.2,634.5,9.81,13.3,0,No_NPT
2025-02-10 12:50:00,WELL-D02,470.24,Drilling,11.45,152.5,1.86,32.58,130.62,975.4,599.0,9.85,16.2,0,No_NPT
2025-02-10 12:55:00,WELL-D02,473.12,Drilling,13.66,135.2,1.43,34.48,122.19,969.4,634.0,9.84,31.7,0,No_NPT
2025-02-10 13:00:00,WELL-D02,476.38,Drilling,13.85,130.4,1.51,39.2,126.86,972.8,667.2,9.88,22.6,0,No_NPT
2025-02-10 13:05:00,WELL-D02,479.48,Drilling,11.35,138.6,1.29,37.19,127.1,937.0,629.4,9.78,24.3,0,No_NPT
2025-02-10 13:10:00,WELL-D02,483.28,Drilling,13.15,135.3,1.74,45.61,125.68,967.6,681.9,9.94,26.1,0,No_NPT
2025-02-10 13:15:00,WELL-D02,486.53,Drilling,13.1,130.9,1.12,38.94,123.39,978.5,641.7,9.87,20.3,0,No_NPT
2025-02-10 13:20:00,WELL-D02,489.75,Drilling,10.8,154.3,0.97,38.71,127.68,1014.5,669.2,9.87,18.9,0,No_NPT
2025-02-10 13:25:00,WELL-D02,489.75,Connection,0.0,0.0,0.71,0.0,155.85,23.4,-7.3,9.91,10.7,0,No_NPT
2025-02-10 13:30:00,WELL-D02,493.54,Drilling,11.6,141.8,1.92,45.4,126.87,999.1,646.7,9.84,19.0,0,No_NPT
